OBD_No,OBD_Date,Goods_Issue_Time,Pick_Time,Pick_Date
75545024,10-01-2023,0 days 16:00:00,0 days 09:00:00,10-01-2023
75546384,,0 days 00:00:00,0 days 00:00:00,
75555347,27-06-2024,0 days 11:30:00,0 days 00:00:00,
75555566,,0 days 00:00:00,0 days 00:00:00,
75559149,08-01-2024,0 days 09:15:00,0 days 00:00:00,
75565298,21-03-2023,0 days 14:45:00,0 days 14:00:00,22-03-2023
75568844,25-03-2023,0 days 09:15:00,0 days 09:00:00,25-03-2023
75570300,18-05-2023,0 days 12:45:00,0 days 00:00:00,
75572729,21-05-2023,0 days 13:30:00,0 days 00:00:00,
75574662,04-01-2023,0 days 16:00:00,0 days 13:45:00,06-01-2023
75575207,16-03-2022,0 days 17:00:00,0 days 16:15:00,16-03-2022
75576213,04-08-2024,0 days 09:15:00,0 days 00:00:00,
75579548,15-03-2022,0 days 17:00:00,0 days 16:45:00,17-03-2022
75580752,,0 days 00:00:00,0 days 00:00:00,
75585722,14-01-2022,0 days 14:15:00,0 days 11:00:00,14-01-2022
75586428,09-07-2023,0 days 11:30:00,0 days 11:45:00,09-07-2023
75592138,,0 days 00:00:00,0 days 00:00:00,
75593929,11-11-2022,0 days 10:30:00,0 days 17:30:00,13-11-2022
75594075,06-01-2024,0 days 13:30:00,0 days 00:00:00,
75598711,17-04-2022,0 days 11:45:00,0 days 11:45:00,19-04-2022
75603830,09-01-2023,0 days 17:45:00,0 days 12:00:00,10-01-2023
75604079,12-12-2023,0 days 13:30:00,0 days 16:00:00,12-12-2023
75609708,,0 days 00:00:00,0 days 00:00:00,
75614320,14-12-2023,0 days 15:30:00,0 days 16:00:00,15-12-2023
75616524,16-06-2022,0 days 10:00:00,0 days 17:30:00,17-06-2022
75617774,,0 days 00:00:00,0 days 00:00:00,
75620401,15-01-2024,0 days 16:45:00,0 days 00:00:00,
75624843,25-01-2024,0 days 17:30:00,0 days 00:00:00,
75627524,06-02-2024,0 days 13:00:00,0 days 09:45:00,08-02-2024
75630621,30-04-2022,0 days 17:15:00,0 days 10:15:00,30-04-2022
75632882,16-04-2023,0 days 11:30:00,0 days 00:00:00,
75633669,06-01-2022,0 days 16:30:00,0 days 12:00:00,07-01-2022
75635752,,0 days 00:00:00,0 days 00:00:00,
75636875,,0 days 00:00:00,0 days 00:00:00,
75639999,,0 days 00:00:00,0 days 00:00:00,
75641573,02-01-2022,0 days 10:45:00,0 days 15:00:00,03-01-2022
75644207,18-08-2022,0 days 17:30:00,0 days 17:00:00,19-08-2022
75645462,02-05-2023,0 days 10:30:00,0 days 15:30:00,02-05-2023
75645744,12-01-2023,0 days 14:30:00,0 days 17:00:00,14-01-2023
75646130,01-08-2023,0 days 14:15:00,0 days 00:00:00,
75646433,08-04-2022,0 days 10:00:00,0 days 13:15:00,08-04-2022
75647021,,0 days 00:00:00,0 days 00:00:00,
75647650,20-06-2022,0 days 17:00:00,0 days 11:00:00,22-06-2022
75648380,30-06-2022,0 days 13:45:00,0 days 09:00:00,01-07-2022
75648753,30-11-2023,0 days 10:30:00,0 days 00:00:00,
75655526,08-09-2022,0 days 16:15:00,0 days 14:45:00,10-09-2022
75655873,24-06-2023,0 days 16:45:00,0 days 15:45:00,26-06-2023
75656627,10-02-2023,0 days 14:00:00,0 days 15:30:00,11-02-2023
75658797,24-06-2022,0 days 10:15:00,0 days 14:00:00,24-06-2022
75659837,31-12-2022,0 days 12:30:00,0 days 12:45:00,01-01-2023
75661787,02-09-2022,0 days 14:45:00,0 days 12:00:00,02-09-2022
75663681,12-04-2023,0 days 15:00:00,0 days 12:15:00,12-04-2023
75664009,14-01-2022,0 days 09:30:00,0 days 13:00:00,16-01-2022
75669891,12-11-2022,0 days 10:15:00,0 days 17:30:00,13-11-2022
75670268,03-08-2024,0 days 16:30:00,0 days 13:30:00,03-08-2024
75670749,,0 days 00:00:00,0 days 00:00:00,
75673121,23-06-2023,0 days 12:00:00,0 days 00:00:00,
75675590,12-06-2023,0 days 14:15:00,0 days 11:00:00,12-06-2023
75678288,12-05-2023,0 days 11:15:00,0 days 00:00:00,
75679047,27-08-2022,0 days 13:15:00,0 days 12:00:00,29-08-2022
75682810,,0 days 00:00:00,0 days 00:00:00,
75684450,,0 days 00:00:00,0 days 00:00:00,
75687367,19-07-2022,0 days 16:30:00,0 days 11:15:00,19-07-2022
75690760,21-08-2022,0 days 10:00:00,0 days 11:00:00,22-08-2022
75692080,21-11-2023,0 days 13:30:00,0 days 00:00:00,
75694038,25-10-2023,0 days 16:00:00,0 days 13:00:00,27-10-2023
75694045,16-04-2024,0 days 12:30:00,0 days 15:00:00,18-04-2024
75695229,31-12-2022,0 days 16:00:00,0 days 15:45:00,31-12-2022
75695918,31-03-2022,0 days 13:45:00,0 days 09:30:00,31-03-2022
75697427,05-01-2022,0 days 17:45:00,0 days 12:30:00,06-01-2022
75702105,23-09-2023,0 days 10:30:00,0 days 12:45:00,24-09-2023
75704658,,0 days 00:00:00,0 days 00:00:00,
75706214,23-12-2022,0 days 11:30:00,0 days 11:00:00,25-12-2022
75709924,23-05-2023,0 days 13:45:00,0 days 16:45:00,24-05-2023
75714214,13-11-2022,0 days 11:15:00,0 days 17:00:00,15-11-2022
75715716,09-02-2023,0 days 12:00:00,0 days 14:45:00,10-02-2023
75715873,17-09-2022,0 days 14:15:00,0 days 10:15:00,18-09-2022
75718640,21-04-2023,0 days 17:15:00,0 days 16:30:00,23-04-2023
75722030,,0 days 00:00:00,0 days 00:00:00,
75722673,05-02-2023,0 days 13:00:00,0 days 14:45:00,05-02-2023
75728717,23-07-2022,0 days 09:30:00,0 days 13:45:00,24-07-2022
75729850,10-01-2023,0 days 09:15:00,0 days 15:00:00,12-01-2023
75732169,11-05-2023,0 days 17:30:00,0 days 17:45:00,13-05-2023
75736846,05-08-2023,0 days 10:00:00,0 days 00:00:00,
75740036,31-07-2023,0 days 12:45:00,0 days 00:00:00,
75751370,15-07-2023,0 days 17:15:00,0 days 12:30:00,15-07-2023
75755054,25-02-2024,0 days 11:00:00,0 days 16:00:00,25-02-2024
75756936,11-11-2023,0 days 12:45:00,0 days 00:00:00,
75757033,19-12-2023,0 days 13:30:00,0 days 00:00:00,
75760463,20-06-2023,0 days 11:45:00,0 days 00:00:00,
75761232,05-03-2023,0 days 17:30:00,0 days 15:30:00,06-03-2023
75765083,15-12-2022,0 days 09:15:00,0 days 12:45:00,15-12-2022
75767828,21-11-2023,0 days 13:30:00,0 days 11:00:00,22-11-2023
75768647,16-07-2023,0 days 17:45:00,0 days 00:00:00,
75774300,27-02-2024,0 days 10:15:00,0 days 15:45:00,29-02-2024
75776682,26-01-2022,0 days 13:00:00,0 days 09:15:00,26-01-2022
75777855,04-12-2023,0 days 10:45:00,0 days 00:00:00,
75778330,20-09-2023,0 days 09:30:00,0 days 13:15:00,21-09-2023
75779236,09-07-2023,0 days 14:00:00,0 days 16:30:00,09-07-2023
75780775,13-10-2022,0 days 17:45:00,0 days 13:30:00,15-10-2022
75781333,,0 days 00:00:00,0 days 00:00:00,
75782401,,0 days 00:00:00,0 days 00:00:00,
75790004,14-04-2023,0 days 09:30:00,0 days 00:00:00,
75790669,10-02-2024,0 days 17:00:00,0 days 00:00:00,
75793759,01-02-2023,0 days 13:45:00,0 days 13:15:00,01-02-2023
75796479,03-02-2022,0 days 10:00:00,0 days 09:00:00,05-02-2022
75797744,12-01-2022,0 days 14:30:00,0 days 14:45:00,12-01-2022
75800289,,0 days 00:00:00,0 days 00:00:00,
75803238,,0 days 00:00:00,0 days 00:00:00,
75804038,25-08-2022,0 days 16:30:00,0 days 10:00:00,25-08-2022
75807017,30-10-2022,0 days 10:00:00,0 days 09:45:00,30-10-2022
75808087,30-05-2023,0 days 14:00:00,0 days 00:00:00,
75810642,05-07-2023,0 days 16:15:00,0 days 00:00:00,
75811260,27-02-2024,0 days 13:45:00,0 days 17:00:00,27-02-2024
75811317,16-10-2023,0 days 14:15:00,0 days 13:30:00,17-10-2023
75811875,18-08-2022,0 days 10:30:00,0 days 13:00:00,18-08-2022
75812104,20-04-2022,0 days 13:00:00,0 days 09:00:00,20-04-2022
75812955,10-11-2023,0 days 17:30:00,0 days 14:00:00,11-11-2023
75814814,19-01-2023,0 days 09:15:00,0 days 09:45:00,20-01-2023
75815664,24-03-2023,0 days 17:30:00,0 days 10:00:00,25-03-2023
75817715,18-05-2022,0 days 13:30:00,0 days 13:45:00,19-05-2022
75818175,21-01-2022,0 days 09:00:00,0 days 09:45:00,21-01-2022
75821716,23-09-2022,0 days 13:45:00,0 days 12:00:00,24-09-2022
75821743,,0 days 00:00:00,0 days 00:00:00,
75826152,,0 days 00:00:00,0 days 00:00:00,
75829144,02-04-2023,0 days 17:00:00,0 days 11:30:00,02-04-2023
75829146,08-01-2022,0 days 14:15:00,0 days 13:15:00,09-01-2022
75833918,09-09-2022,0 days 16:45:00,0 days 14:15:00,10-09-2022
75834110,10-09-2022,0 days 15:30:00,0 days 09:45:00,12-09-2022
75834718,,0 days 00:00:00,0 days 00:00:00,
75838226,30-04-2023,0 days 17:00:00,0 days 10:45:00,30-04-2023
75838398,27-05-2023,0 days 13:15:00,0 days 09:45:00,29-05-2023
75838904,04-04-2022,0 days 13:45:00,0 days 09:15:00,05-04-2022
75840632,,0 days 00:00:00,0 days 00:00:00,
75842162,06-03-2022,0 days 10:45:00,0 days 16:15:00,07-03-2022
75842904,05-07-2022,0 days 17:15:00,0 days 13:15:00,06-07-2022
75848757,25-09-2022,0 days 13:30:00,0 days 15:00:00,25-09-2022
75852770,15-05-2022,0 days 14:15:00,0 days 10:15:00,15-05-2022
75852961,21-02-2023,0 days 10:00:00,0 days 00:00:00,
75855518,14-08-2023,0 days 15:15:00,0 days 00:00:00,
75860061,,0 days 00:00:00,0 days 00:00:00,
75865373,25-09-2022,0 days 12:15:00,0 days 14:30:00,27-09-2022
75866125,,0 days 00:00:00,0 days 00:00:00,
75867688,28-01-2022,0 days 10:15:00,0 days 16:30:00,28-01-2022
75870908,08-08-2022,0 days 16:00:00,0 days 15:30:00,08-08-2022
75874779,20-05-2022,0 days 14:15:00,0 days 13:30:00,22-05-2022
75878303,,0 days 00:00:00,0 days 00:00:00,
75880113,,0 days 00:00:00,0 days 00:00:00,
75880335,03-08-2024,0 days 12:30:00,0 days 00:00:00,
75882046,24-01-2023,0 days 10:00:00,0 days 15:30:00,25-01-2023
75884229,12-02-2024,0 days 11:00:00,0 days 00:00:00,
75886030,29-05-2023,0 days 14:15:00,0 days 13:15:00,29-05-2023
75887284,,0 days 00:00:00,0 days 00:00:00,
75887818,04-09-2023,0 days 17:45:00,0 days 00:00:00,
75890183,,0 days 00:00:00,0 days 00:00:00,
75892915,27-08-2022,0 days 16:15:00,0 days 09:15:00,28-08-2022
75893145,14-05-2023,0 days 17:00:00,0 days 17:30:00,14-05-2023
75893857,02-03-2022,0 days 09:15:00,0 days 14:30:00,02-03-2022
75896696,15-04-2022,0 days 16:00:00,0 days 11:00:00,16-04-2022
75900307,27-06-2023,0 days 12:45:00,0 days 10:30:00,28-06-2023
75901195,20-10-2023,0 days 10:00:00,0 days 00:00:00,
75905864,04-10-2022,0 days 09:15:00,0 days 16:45:00,06-10-2022
75906837,,0 days 00:00:00,0 days 00:00:00,
75909702,06-09-2023,0 days 14:15:00,0 days 00:00:00,
75910139,23-04-2023,0 days 17:15:00,0 days 16:45:00,25-04-2023
75910245,08-01-2022,0 days 16:15:00,0 days 10:15:00,08-01-2022
75910491,01-08-2023,0 days 09:00:00,0 days 00:00:00,
75912801,21-02-2024,0 days 16:00:00,0 days 12:45:00,21-02-2024
75914731,03-01-2022,0 days 11:00:00,0 days 15:45:00,04-01-2022
75915202,,0 days 00:00:00,0 days 00:00:00,
75927774,12-11-2023,0 days 14:00:00,0 days 09:45:00,14-11-2023
75928652,24-04-2023,0 days 12:30:00,0 days 17:30:00,26-04-2023
75932621,19-11-2023,0 days 16:15:00,0 days 00:00:00,
75933037,19-08-2023,0 days 11:15:00,0 days 10:45:00,21-08-2023
75939337,,0 days 00:00:00,0 days 00:00:00,
75939468,,0 days 00:00:00,0 days 00:00:00,
75942802,12-08-2023,0 days 14:15:00,0 days 16:00:00,14-08-2023
75945661,05-07-2022,0 days 17:30:00,0 days 10:30:00,05-07-2022
75946847,09-06-2024,0 days 10:30:00,0 days 11:00:00,09-06-2024
75952595,02-11-2023,0 days 15:15:00,0 days 15:45:00,04-11-2023
75953095,21-08-2022,0 days 15:15:00,0 days 13:45:00,23-08-2022
75953544,29-05-2022,0 days 17:00:00,0 days 11:00:00,29-05-2022
75953891,,0 days 00:00:00,0 days 00:00:00,
75957739,31-12-2022,0 days 15:00:00,0 days 09:15:00,01-01-2023
75960481,15-07-2023,0 days 16:45:00,0 days 00:00:00,
75960711,,0 days 00:00:00,0 days 00:00:00,
75964097,09-01-2024,0 days 12:00:00,0 days 00:00:00,
75964394,27-01-2023,0 days 10:15:00,0 days 16:00:00,28-01-2023
75973748,26-08-2022,0 days 10:15:00,0 days 09:15:00,28-08-2022
75974746,12-07-2022,0 days 09:45:00,0 days 17:45:00,12-07-2022
75978123,11-09-2022,0 days 13:15:00,0 days 10:00:00,11-09-2022
75978525,11-10-2023,0 days 16:15:00,0 days 15:00:00,12-10-2023
75984100,28-06-2023,0 days 11:45:00,0 days 00:00:00,
75987636,15-02-2022,0 days 15:30:00,0 days 15:00:00,17-02-2022
75987927,10-05-2023,0 days 14:15:00,0 days 16:00:00,10-05-2023
75991483,08-12-2023,0 days 11:30:00,0 days 17:30:00,10-12-2023
75992475,17-10-2023,0 days 12:45:00,0 days 16:15:00,18-10-2023
75994209,31-07-2022,0 days 17:45:00,0 days 16:30:00,01-08-2022
75997038,19-03-2024,0 days 15:45:00,0 days 00:00:00,
75997780,21-08-2022,0 days 17:30:00,0 days 11:15:00,22-08-2022
76003853,19-01-2024,0 days 14:15:00,0 days 00:00:00,
76005098,15-02-2024,0 days 16:45:00,0 days 12:45:00,16-02-2024
76006460,06-09-2022,0 days 11:30:00,0 days 17:45:00,07-09-2022
76010256,15-07-2022,0 days 15:00:00,0 days 13:45:00,16-07-2022
76010936,,0 days 00:00:00,0 days 00:00:00,
76013165,31-08-2023,0 days 17:45:00,0 days 16:00:00,31-08-2023
76015507,04-10-2023,0 days 17:45:00,0 days 14:15:00,05-10-2023
76019888,03-08-2022,0 days 16:00:00,0 days 10:15:00,03-08-2022
76027043,,0 days 00:00:00,0 days 00:00:00,
76033009,21-01-2022,0 days 17:30:00,0 days 11:15:00,21-01-2022
76038681,23-04-2022,0 days 15:00:00,0 days 15:45:00,24-04-2022
76038997,23-09-2022,0 days 13:45:00,0 days 09:30:00,24-09-2022
76039568,19-01-2022,0 days 09:45:00,0 days 11:45:00,21-01-2022
76041312,09-02-2024,0 days 13:15:00,0 days 00:00:00,
76045566,24-01-2024,0 days 15:15:00,0 days 14:00:00,26-01-2024
76046695,20-05-2022,0 days 15:30:00,0 days 12:00:00,21-05-2022
76047752,20-04-2023,0 days 12:45:00,0 days 14:45:00,22-04-2023
76052531,08-11-2022,0 days 11:00:00,0 days 17:15:00,09-11-2022
76055421,16-02-2023,0 days 17:00:00,0 days 14:30:00,18-02-2023
76055891,03-05-2023,0 days 13:30:00,0 days 16:00:00,05-05-2023
76060289,24-10-2023,0 days 09:15:00,0 days 17:45:00,26-10-2023
76065552,28-06-2023,0 days 10:15:00,0 days 00:00:00,
76065913,08-01-2022,0 days 17:45:00,0 days 11:45:00,08-01-2022
76065990,15-01-2023,0 days 15:30:00,0 days 09:00:00,16-01-2023
76070241,12-06-2022,0 days 12:30:00,0 days 15:45:00,14-06-2022
76077091,13-02-2022,0 days 17:30:00,0 days 11:15:00,15-02-2022
76080806,,0 days 00:00:00,0 days 00:00:00,
76081760,17-10-2023,0 days 15:30:00,0 days 00:00:00,
76084903,26-05-2023,0 days 10:15:00,0 days 09:15:00,27-05-2023
76085524,,0 days 00:00:00,0 days 00:00:00,
76087497,20-08-2023,0 days 13:30:00,0 days 00:00:00,
76091781,12-02-2023,0 days 10:00:00,0 days 15:15:00,13-02-2023
76093866,15-03-2023,0 days 09:15:00,0 days 00:00:00,
76094650,07-07-2023,0 days 14:00:00,0 days 09:00:00,09-07-2023
76095236,,0 days 00:00:00,0 days 00:00:00,
76096285,10-07-2022,0 days 11:30:00,0 days 09:45:00,12-07-2022
76098362,09-01-2024,0 days 15:15:00,0 days 11:30:00,11-01-2024
76102083,20-02-2023,0 days 12:45:00,0 days 13:45:00,22-02-2023
76102828,01-10-2023,0 days 17:15:00,0 days 00:00:00,
76107524,28-10-2022,0 days 15:45:00,0 days 10:15:00,29-10-2022
76111215,,0 days 00:00:00,0 days 00:00:00,
76112895,19-12-2022,0 days 13:30:00,0 days 09:30:00,19-12-2022
76113110,18-11-2022,0 days 12:15:00,0 days 17:30:00,18-11-2022
76113385,,0 days 00:00:00,0 days 00:00:00,
76115841,19-08-2023,0 days 13:30:00,0 days 00:00:00,
76116342,,0 days 00:00:00,0 days 00:00:00,
76117451,16-07-2023,0 days 15:30:00,0 days 00:00:00,
76120776,01-05-2023,0 days 14:00:00,0 days 17:45:00,01-05-2023
76121981,28-07-2023,0 days 17:00:00,0 days 00:00:00,
76122060,21-04-2022,0 days 12:45:00,0 days 14:15:00,23-04-2022
76122740,27-03-2023,0 days 09:30:00,0 days 14:00:00,27-03-2023
76122936,07-01-2024,0 days 13:45:00,0 days 17:15:00,09-01-2024
76130294,,0 days 00:00:00,0 days 00:00:00,
76130666,01-01-2024,0 days 12:00:00,0 days 00:00:00,
76132106,25-01-2022,0 days 16:45:00,0 days 09:15:00,26-01-2022
76135332,24-11-2022,0 days 09:00:00,0 days 10:00:00,25-11-2022
76141583,,0 days 00:00:00,0 days 00:00:00,
76144246,12-04-2023,0 days 16:30:00,0 days 10:15:00,13-04-2023
76145774,12-04-2023,0 days 16:15:00,0 days 11:00:00,14-04-2023
76147579,,0 days 00:00:00,0 days 00:00:00,
76148102,,0 days 00:00:00,0 days 00:00:00,
76149462,13-03-2023,0 days 16:15:00,0 days 00:00:00,
76155186,24-01-2022,0 days 09:30:00,0 days 09:45:00,25-01-2022
76158673,01-06-2022,0 days 13:30:00,0 days 14:30:00,03-06-2022
76161853,03-03-2022,0 days 17:00:00,0 days 09:45:00,05-03-2022
76164688,20-01-2023,0 days 14:00:00,0 days 09:30:00,21-01-2023
76166580,08-06-2023,0 days 09:30:00,0 days 16:00:00,10-06-2023
76169858,11-06-2022,0 days 09:00:00,0 days 16:00:00,12-06-2022
76170458,,0 days 00:00:00,0 days 00:00:00,
76171061,02-03-2024,0 days 13:00:00,0 days 12:00:00,04-03-2024
76176031,13-02-2023,0 days 13:30:00,0 days 14:45:00,14-02-2023
76178331,,0 days 00:00:00,0 days 00:00:00,
76178541,04-09-2022,0 days 17:45:00,0 days 14:45:00,05-09-2022
76180344,17-07-2023,0 days 12:45:00,0 days 00:00:00,
76181786,12-06-2022,0 days 09:45:00,0 days 11:15:00,12-06-2022
76183001,16-03-2023,0 days 12:15:00,0 days 11:45:00,17-03-2023
76184649,11-08-2023,0 days 11:00:00,0 days 11:45:00,11-08-2023
76189777,01-10-2023,0 days 17:00:00,0 days 00:00:00,
76190847,19-02-2024,0 days 09:45:00,0 days 09:45:00,21-02-2024
76191073,09-02-2022,0 days 13:00:00,0 days 17:45:00,10-02-2022
76200246,29-03-2022,0 days 11:15:00,0 days 09:45:00,31-03-2022
76202837,23-07-2023,0 days 09:30:00,0 days 00:00:00,
76208659,22-05-2022,0 days 15:30:00,0 days 13:30:00,22-05-2022
76212752,03-09-2022,0 days 17:30:00,0 days 13:00:00,04-09-2022
76223246,04-01-2024,0 days 16:30:00,0 days 00:00:00,
76224048,04-04-2023,0 days 15:45:00,0 days 00:00:00,
76225441,23-05-2022,0 days 10:15:00,0 days 13:30:00,24-05-2022
76226301,16-03-2024,0 days 14:30:00,0 days 09:00:00,17-03-2024
76229947,25-09-2023,0 days 15:15:00,0 days 16:30:00,27-09-2023
76234168,18-11-2022,0 days 14:00:00,0 days 15:00:00,18-11-2022
76235548,,0 days 00:00:00,0 days 00:00:00,
76235907,10-09-2022,0 days 10:15:00,0 days 14:15:00,12-09-2022
76238574,07-10-2023,0 days 10:00:00,0 days 14:30:00,07-10-2023
76240612,14-05-2023,0 days 16:45:00,0 days 12:00:00,15-05-2023
76240805,17-02-2024,0 days 12:45:00,0 days 11:30:00,17-02-2024
76244347,08-08-2022,0 days 17:45:00,0 days 12:30:00,08-08-2022
76245685,07-04-2023,0 days 13:00:00,0 days 14:00:00,07-04-2023
76247126,,0 days 00:00:00,0 days 00:00:00,
76247278,,0 days 00:00:00,0 days 00:00:00,
76248781,,0 days 00:00:00,0 days 00:00:00,
76252790,,0 days 00:00:00,0 days 00:00:00,
76253048,25-05-2022,0 days 10:00:00,0 days 11:30:00,27-05-2022
76253065,24-03-2023,0 days 12:00:00,0 days 17:00:00,24-03-2023
76253213,09-06-2022,0 days 10:45:00,0 days 17:30:00,09-06-2022
76261303,,0 days 00:00:00,0 days 00:00:00,
76264189,15-02-2022,0 days 11:00:00,0 days 15:15:00,17-02-2022
76266658,30-03-2023,0 days 14:15:00,0 days 17:15:00,01-04-2023
76267219,,0 days 00:00:00,0 days 00:00:00,
76268947,,0 days 00:00:00,0 days 00:00:00,
76275402,04-10-2023,0 days 14:45:00,0 days 00:00:00,
76277877,,0 days 00:00:00,0 days 00:00:00,
76278265,27-12-2023,0 days 15:00:00,0 days 00:00:00,
76279210,03-09-2022,0 days 11:00:00,0 days 15:45:00,04-09-2022
76286177,23-05-2023,0 days 11:00:00,0 days 17:00:00,23-05-2023
76286275,27-02-2023,0 days 16:00:00,0 days 00:00:00,
76291096,07-01-2022,0 days 11:45:00,0 days 17:15:00,09-01-2022
76291469,19-12-2023,0 days 11:00:00,0 days 13:30:00,20-12-2023
76291802,05-03-2023,0 days 12:00:00,0 days 00:00:00,
76294734,03-09-2023,0 days 14:45:00,0 days 00:00:00,
76305077,01-05-2022,0 days 17:45:00,0 days 10:15:00,01-05-2022
76305374,17-08-2023,0 days 17:15:00,0 days 14:30:00,19-08-2023
76306105,23-07-2023,0 days 14:30:00,0 days 17:00:00,24-07-2023
76308283,18-09-2023,0 days 12:30:00,0 days 13:45:00,18-09-2023
76310112,20-08-2023,0 days 12:45:00,0 days 13:15:00,22-08-2023
76313131,,0 days 00:00:00,0 days 00:00:00,
76313197,06-06-2022,0 days 11:45:00,0 days 11:15:00,07-06-2022
76315244,,0 days 00:00:00,0 days 00:00:00,
76315359,05-02-2022,0 days 13:00:00,0 days 13:45:00,06-02-2022
76317044,03-09-2023,0 days 14:15:00,0 days 13:30:00,04-09-2023
76317977,06-07-2022,0 days 13:45:00,0 days 10:45:00,08-07-2022
76323037,,0 days 00:00:00,0 days 00:00:00,
76323551,19-12-2023,0 days 17:30:00,0 days 13:00:00,20-12-2023
76323560,03-10-2022,0 days 10:15:00,0 days 15:00:00,03-10-2022
76332051,08-11-2022,0 days 10:00:00,0 days 14:00:00,10-11-2022
76335645,23-12-2023,0 days 11:30:00,0 days 12:30:00,25-12-2023
76338559,,0 days 00:00:00,0 days 00:00:00,
76342280,05-02-2023,0 days 15:00:00,0 days 15:30:00,06-02-2023
76344695,,0 days 00:00:00,0 days 00:00:00,
76345702,,0 days 00:00:00,0 days 00:00:00,
76346709,25-05-2022,0 days 16:15:00,0 days 13:00:00,27-05-2022
76347755,,0 days 00:00:00,0 days 00:00:00,
76348045,27-02-2022,0 days 11:00:00,0 days 16:15:00,27-02-2022
76350662,13-08-2023,0 days 17:00:00,0 days 13:00:00,14-08-2023
76351268,25-12-2023,0 days 11:00:00,0 days 00:00:00,
76353255,08-08-2022,0 days 16:30:00,0 days 11:30:00,08-08-2022
76354175,22-02-2024,0 days 12:15:00,0 days 00:00:00,
76359158,25-02-2022,0 days 12:45:00,0 days 15:00:00,27-02-2022
76362339,04-08-2022,0 days 09:30:00,0 days 13:15:00,04-08-2022
76363342,05-02-2022,0 days 13:00:00,0 days 09:30:00,07-02-2022
76364877,16-08-2022,0 days 12:00:00,0 days 13:00:00,18-08-2022
76366924,06-05-2022,0 days 11:45:00,0 days 13:00:00,06-05-2022
76367397,15-09-2023,0 days 10:15:00,0 days 00:00:00,
76369319,24-02-2022,0 days 15:00:00,0 days 10:30:00,26-02-2022
76375258,,0 days 00:00:00,0 days 00:00:00,
76381288,11-03-2023,0 days 15:45:00,0 days 00:00:00,
76384860,17-06-2023,0 days 09:30:00,0 days 00:00:00,
76386094,26-11-2023,0 days 14:45:00,0 days 14:45:00,28-11-2023
76387246,01-10-2024,0 days 17:45:00,0 days 16:15:00,01-10-2024
76389996,,0 days 00:00:00,0 days 00:00:00,
76391266,23-04-2023,0 days 14:45:00,0 days 00:00:00,
76392224,12-06-2024,0 days 17:00:00,0 days 00:00:00,
76393065,10-02-2022,0 days 13:00:00,0 days 14:45:00,11-02-2022
76395871,29-06-2022,0 days 13:00:00,0 days 15:30:00,29-06-2022
76396319,28-03-2022,0 days 15:30:00,0 days 12:45:00,28-03-2022
76405189,25-01-2023,0 days 10:30:00,0 days 09:15:00,25-01-2023
76408882,07-07-2022,0 days 14:00:00,0 days 11:15:00,07-07-2022
76409428,,0 days 00:00:00,0 days 00:00:00,
76413353,25-12-2022,0 days 12:15:00,0 days 14:00:00,27-12-2022
76413366,06-02-2023,0 days 11:30:00,0 days 13:00:00,08-02-2023
76415389,26-04-2024,0 days 15:15:00,0 days 12:30:00,27-04-2024
76418337,10-09-2023,0 days 12:45:00,0 days 00:00:00,
76421739,19-09-2022,0 days 12:45:00,0 days 09:15:00,20-09-2022
76422368,03-12-2023,0 days 11:45:00,0 days 16:00:00,04-12-2023
76424119,29-09-2023,0 days 14:45:00,0 days 09:30:00,30-09-2023
76425657,23-10-2023,0 days 17:45:00,0 days 00:00:00,
76428279,05-09-2023,0 days 10:00:00,0 days 14:30:00,06-09-2023
76428511,,0 days 00:00:00,0 days 00:00:00,
76430397,23-09-2023,0 days 13:30:00,0 days 00:00:00,
76433105,19-06-2023,0 days 14:30:00,0 days 10:30:00,21-06-2023
76436808,,0 days 00:00:00,0 days 00:00:00,
76441201,10-09-2023,0 days 14:00:00,0 days 00:00:00,
76441251,07-06-2022,0 days 14:00:00,0 days 09:45:00,07-06-2022
76443407,23-07-2022,0 days 13:45:00,0 days 16:15:00,25-07-2022
76445238,12-06-2023,0 days 12:45:00,0 days 16:30:00,13-06-2023
76451708,,0 days 00:00:00,0 days 00:00:00,
76452258,21-04-2023,0 days 14:15:00,0 days 12:00:00,23-04-2023
76455097,05-10-2022,0 days 09:30:00,0 days 16:45:00,07-10-2022
76458477,,0 days 00:00:00,0 days 00:00:00,
76473852,,0 days 00:00:00,0 days 00:00:00,
76473996,13-08-2022,0 days 09:15:00,0 days 17:00:00,14-08-2022
76475313,,0 days 00:00:00,0 days 00:00:00,
76476033,13-12-2022,0 days 11:15:00,0 days 11:15:00,15-12-2022
76479373,27-10-2022,0 days 13:45:00,0 days 16:30:00,29-10-2022
76480906,18-01-2022,0 days 14:45:00,0 days 11:15:00,19-01-2022
76481027,26-07-2022,0 days 10:00:00,0 days 09:15:00,26-07-2022
76481885,,0 days 00:00:00,0 days 00:00:00,
76483275,11-11-2023,0 days 16:45:00,0 days 00:00:00,
76485758,17-12-2022,0 days 09:45:00,0 days 11:00:00,17-12-2022
76489302,21-10-2023,0 days 17:15:00,0 days 10:15:00,21-10-2023
76497284,09-09-2023,0 days 16:00:00,0 days 00:00:00,
76498913,09-07-2024,0 days 16:45:00,0 days 10:15:00,10-07-2024
76501967,,0 days 00:00:00,0 days 00:00:00,
