Invoice_No,OBD_No,Billing_Date,Billing_Amount,IOD_Date,Delivery_Days
7559647,79284688,2023-09-04,6.2172,2023-09-05,0
3718341,93462271,2023-09-04,120.64,2023-10-28,50
5393058,92206099,2023-09-05,56.946,2023-10-25,49
2034085,79441887,2023-09-05,15.2311,2023-09-06,2
1407628,81297036,2023-09-05,19.5677,2023-09-06,2
4822267,96133200,2023-09-05,53.6233,2023-10-29,53
3877133,73384034,2023-09-05,16.391,2023-09-06,3
3478300,91727019,2023-09-05,37.3563,2023-10-04,27
4085839,44474897,2023-09-05,36.1146,2023-10-01,25
7809358,56603072,2023-09-05,57.6401,2023-10-30,52
9594695,10639872,2023-09-05,31.404,2023-10-25,49
2726751,11299765,2023-09-05,29.6159,2023-09-09,2
6100742,90671897,2023-09-05,33.0205,2023-10-06,29
6353624,69656638,2023-09-05,30.0735,2023-10-13,36
2532210,40725714,2023-09-05,89.7163,2023-10-27,52
3877641,59746033,2023-09-05,6.1149,2023-09-06,3
9182891,64624669,2023-09-05,25.2669,2023-09-11,3
3211487,26439804,2023-09-05,67.1609,2023-10-30,52
7180555,26404158,2023-09-05,1.69915,2023-09-06,1
3178982,44654107,2023-09-05,9.09348,2023-09-06,3
8235969,19391725,2023-09-05,45.0066,2023-10-30,52
3289764,53904009,2023-09-05,39.0166,2023-10-18,39
3034291,44406841,2023-09-06,72.7576,2023-10-30,51
4259728,30620317,2023-09-06,39.8467,2023-10-23,42
2080295,74355290,2023-09-06,19.0789,2023-09-07,4
8290770,56397338,2023-09-06,2.40588,2023-09-07,3
2179825,51915246,2023-09-06,4.1507,2023-09-07,0
5027624,30906603,2023-09-06,56.7825,2023-10-21,44
1599965,60203797,2023-09-06,7.851,2023-09-07,1
5796746,43856332,2023-09-06,53.3087,2023-10-27,46
4603936,90605482,2023-09-06,22.8559,2023-10-17,40
3481300,30967087,2023-09-06,12.1263,2023-09-07,1
2259185,38076848,2023-09-06,5.61145,2023-09-07,2
7177044,17744982,2023-09-06,61.7259,2023-10-28,48
8980680,39908806,2023-09-06,36.3788,2023-09-22,15
7559166,86116067,2023-09-06,12.2298,2023-09-07,4
7201541,59976005,2023-09-06,39.1354,2023-09-12,3
4965533,92666190,2023-09-06,51.2919,2023-10-29,51
2807922,70098447,2023-09-06,33.0672,2023-10-16,38
5410115,18471523,2023-09-06,20.9805,2023-09-22,13
9770069,65148305,2023-09-06,25.1853,2023-09-11,2
8742414,73857650,2023-09-06,73.8173,2023-10-26,49
2925327,34117962,2023-09-06,20.45,2023-10-12,31
6102969,41542729,2023-09-06,4.98084,2023-09-07,1
6315276,38676458,2023-09-06,14.4353,2023-09-07,1
9257578,34068341,2023-09-06,30.7816,2023-09-10,2
5869312,67953679,2023-09-07,31.7149,2023-09-13,4
7741225,28637880,2023-09-07,45.1102,2023-10-27,47
1278299,71853813,2023-09-07,10.7736,2023-09-08,1
1273509,79472352,2023-09-07,6.73374,2023-09-08,1
7890681,90822188,2023-09-07,32.1264,2023-09-27,15
5519776,94975906,2023-09-07,4.7106,2023-09-08,2
8249824,21506268,2023-09-07,49.7376,2023-10-29,50
9600893,36826266,2023-09-07,20.983,2023-10-03,26
9975319,12970357,2023-09-07,52.6736,2023-09-26,17
1997631,13606576,2023-09-07,43.814,2023-10-31,52
2676111,95814008,2023-09-07,10.225,2023-09-08,2
4923630,94257504,2023-09-07,10.7468,2023-09-08,1
9190913,44014192,2023-09-07,22.2918,2023-10-09,29
2648539,68918771,2023-09-07,1.66028,2023-09-08,2
2520785,69407700,2023-09-07,77.0477,2023-10-28,50
6565483,61002447,2023-09-07,74.9529,2023-10-31,51
8262318,69441626,2023-09-07,29.0549,2023-09-16,7
5067493,66033776,2023-09-08,103.648,2023-10-31,52
4870003,93685931,2023-09-08,2.62256,2023-09-09,1
9932581,37630104,2023-09-08,8.3014,2023-09-09,1
2344745,88598201,2023-09-08,30.0735,2023-10-14,34
2265434,12380762,2023-09-08,46.9147,2023-10-30,49
5078015,74772268,2023-09-08,62.001,2023-10-31,50
4373270,84669543,2023-09-08,26.1181,2023-09-21,13
8022049,70349814,2023-09-08,87.5386,2023-10-28,48
4899850,25192492,2023-09-08,48.9783,2023-10-29,47
5838090,20327693,2023-09-08,22.2918,2023-09-15,5
9963392,85337373,2023-09-08,49.8084,2023-11-01,51
7661716,23957094,2023-09-08,64.3089,2023-10-31,53
5093114,96054136,2023-09-08,32.1264,2023-09-26,17
7554564,33999716,2023-09-08,40.2985,2023-11-02,55
9704338,53225813,2023-09-08,56.2571,2023-10-13,33
4823973,50245439,2023-09-08,7.6954,2023-09-09,2
6284972,62741214,2023-09-08,17.4329,2023-09-09,2
6793696,25430613,2023-09-08,3.00735,2023-09-09,3
7943357,95327540,2023-09-09,56.6934,2023-11-02,52
8909005,74648438,2023-09-09,29.0487,2023-09-30,19
4783595,74249118,2023-09-09,78.5603,2023-10-31,50
2166663,34134924,2023-09-09,25.3948,2023-10-07,27
9428254,18259303,2023-09-09,11.8464,2023-09-10,4
7907522,48024987,2023-09-09,23.4573,2023-10-03,24
9724806,95265713,2023-09-09,7.21204,2023-09-10,3
7514052,94337897,2023-09-09,64.7509,2023-10-30,49
1518033,78785805,2023-09-09,81.7668,2023-11-03,51
6305659,10692467,2023-09-09,52.5881,2023-09-29,17
6057544,47572968,2023-09-09,62.8277,2023-11-03,51
3207907,95364563,2023-09-09,45.8948,2023-10-29,49
1686780,78809674,2023-09-09,1.20294,2023-09-10,0
5819150,42193192,2023-09-09,54.1549,2023-10-31,52
8419974,74529989,2023-09-09,1.57918,2023-09-10,2
6377945,68193174,2023-09-09,34.791,2023-10-26,45
9686324,61940566,2023-09-09,74.9529,2023-11-02,51
1240903,45454492,2023-09-09,13.2822,2023-09-10,3
6007018,54440977,2023-09-09,50.5031,2023-10-25,42
3316405,98487446,2023-09-09,34.6293,2023-10-13,29
5534357,34339581,2023-09-09,6.7966,2023-09-10,3
5458599,39045149,2023-09-09,54.1549,2023-11-01,48
2478272,17790779,2023-09-10,61.588,2023-11-01,50
4740787,76690005,2023-09-10,9.13154,2023-09-11,1
4137838,45803474,2023-09-10,7.8959,2023-09-11,0
2530257,91631010,2023-09-10,77.0477,2023-10-30,49
5489963,33336119,2023-09-10,11.894,2023-09-11,1
5154604,54688897,2023-09-10,14.1124,2023-09-11,3
6349877,90143600,2023-09-10,12.3452,2023-09-11,1
2609837,92021157,2023-09-10,59.2319,2023-11-02,50
1275672,20236554,2023-09-10,4.6629,2023-09-11,0
2695035,46971545,2023-09-10,58.3857,2023-10-30,49
2326525,39855629,2023-09-10,31.3083,2023-10-03,22
1959074,16729990,2023-09-10,12.5616,2023-09-11,2
3442920,14395807,2023-09-10,57.3123,2023-11-02,51
1880761,48136651,2023-09-10,33.4174,2023-09-26,14
9678884,96815386,2023-09-10,57.7155,2023-11-03,54
8651547,21174172,2023-09-10,40.9,2023-11-01,50
2579470,62539857,2023-09-10,17.723,2023-09-11,1
9270975,25098270,2023-09-10,45.8948,2023-10-30,48
5617487,89989341,2023-09-10,36.3739,2023-10-19,36
3579154,50986450,2023-09-10,31.5836,2023-10-03,21
2259379,31009452,2023-09-11,51.0315,2023-11-01,49
5855738,85924383,2023-09-11,5.41323,2023-09-12,0
3976461,67762060,2023-09-11,52.1129,2023-11-01,48
4863178,59425988,2023-09-11,23.8557,2023-10-18,36
1632925,81643088,2023-09-11,56.2142,2023-11-04,51
6471108,49789085,2023-09-11,37.2315,2023-09-23,11
4986538,96822706,2023-09-11,41.6103,2023-11-05,54
8253757,36507671,2023-09-11,54.9922,2023-10-06,23
5976295,90921786,2023-09-11,38.0271,2023-11-04,52
9855482,90409119,2023-09-11,59.6986,2023-11-04,51
9772076,37991518,2023-09-11,26.8461,2023-10-15,33
9565571,79231333,2023-09-11,32.9742,2023-09-23,10
4322556,94693176,2023-09-11,38.8575,2023-10-25,42
3955200,29823280,2023-09-11,41.0587,2023-11-05,54
5312402,44892124,2023-09-11,5.90076,2023-09-12,3
6539837,93638503,2023-09-11,30.6625,2023-10-06,23
5878387,14968366,2023-09-11,51.5592,2023-11-01,49
6321699,83264284,2023-09-11,7.85603,2023-09-12,0
4077582,87134885,2023-09-11,18.6516,2023-09-12,2
2960284,52046335,2023-09-11,36.3408,2023-10-06,21
7817455,47283410,2023-09-11,59.7701,2023-11-02,51
5539646,86004622,2023-09-12,39.1772,2023-10-29,45
6245024,23610100,2023-09-12,42.9083,2023-10-15,33
4894068,48802918,2023-09-12,41.8483,2023-11-01,49
8908455,58561569,2023-09-12,57.0409,2023-11-01,50
1490427,79732631,2023-09-12,1.53908,2023-09-13,3
4908704,74581564,2023-09-12,44.5088,2023-11-06,53
3495094,30075546,2023-09-12,11.5735,2023-09-13,1
9781620,72253751,2023-09-12,18.9502,2023-09-13,1
8448219,13373997,2023-09-12,42.9083,2023-10-18,33
4635160,14623108,2023-09-12,16.8344,2023-09-13,4
5500748,71004877,2023-09-12,10.8265,2023-09-13,1
9909750,84582978,2023-09-12,6.73374,2023-09-13,0
5601013,63817759,2023-09-12,15.7727,2023-09-13,2
1375717,49925737,2023-09-12,20.5293,2023-10-12,26
1723868,93736973,2023-09-12,31.7982,2023-10-11,27
4608882,64895832,2023-09-12,12.1263,2023-09-13,1
2701295,98029193,2023-09-12,17.0347,2023-09-13,0
3179930,70680126,2023-09-12,100.25,2023-11-01,48
8333233,97123997,2023-09-12,53.6921,2023-11-06,53
4742770,94967012,2023-09-12,59.8405,2023-11-05,49
5464287,39808838,2023-09-12,41.6103,2023-11-04,49
1673337,32964090,2023-09-13,58.8825,2023-11-07,52
4352088,89487366,2023-09-13,66.0409,2023-11-02,48
4695886,66615007,2023-09-13,42.4787,2023-09-14,1
5099412,59061599,2023-09-13,32.1545,2023-10-10,24
4250066,19163334,2023-09-13,9.13154,2023-09-14,1
1866001,14757486,2023-09-13,55.6469,2023-10-20,35
1979271,53547635,2023-09-13,64.481,2023-11-03,46
4586633,24211686,2023-09-13,28.1071,2023-09-22,6
4740892,19465618,2023-09-13,46.1724,2023-11-05,51
2113213,77373312,2023-09-13,26.2313,2023-10-01,16
8194576,39412845,2023-09-13,32.2839,2023-09-14,3
5172054,36568577,2023-09-13,6.92586,2023-09-14,1
7805976,13756676,2023-09-13,53.8678,2023-11-05,48
3162145,54381572,2023-09-13,12.6309,2023-09-14,1
1524851,15194115,2023-09-13,55.0346,2023-11-02,47
4247276,94748723,2023-09-13,5.78676,2023-09-14,1
3095676,44768879,2023-09-13,31.2764,2023-11-06,52
3147866,36907690,2023-09-13,38.1579,2023-09-30,14
2188301,40728728,2023-09-13,10.7918,2023-09-14,2
2434624,91660278,2023-09-14,60.4527,2023-11-08,50
9765958,74829669,2023-09-14,42.1029,2023-11-08,53
2564383,78673518,2023-09-14,31.2764,2023-11-04,47
1212780,60116703,2023-09-14,30.5872,2023-10-15,27
2809602,78998246,2023-09-14,33.0205,2023-10-13,27
1754714,12793163,2023-09-14,24.8004,2023-09-18,3
2050336,17402229,2023-09-14,47.3855,2023-11-03,45
9623980,45821502,2023-09-14,56.8505,2023-11-08,52
7935621,38939368,2023-09-14,9.62352,2023-09-15,1
7060320,18904455,2023-09-14,51.6164,2023-11-04,48
1599321,48364963,2023-09-14,41.334,2023-10-14,28
5823453,77168294,2023-09-14,17.7696,2023-09-15,1
3587621,95512494,2023-09-14,32.1545,2023-11-02,46
2284209,91312857,2023-09-14,57.2797,2023-11-04,48
8119299,87332687,2023-09-14,117.241,2023-11-05,49
6899602,69046840,2023-09-14,28.1071,2023-09-27,12
5904531,61570031,2023-09-14,69.7099,2023-11-08,54
1487267,39096366,2023-09-14,7.8959,2023-09-15,4
4845954,95731725,2023-09-15,12.6309,2023-09-16,4
4724852,79544433,2023-09-15,21.6529,2023-10-24,36
9183854,56346849,2023-09-15,24.5389,2023-10-29,39
9779711,82517098,2023-09-15,42.3247,2023-11-07,50
8902061,10614102,2023-09-15,55.001,2023-11-05,48
2453863,60043482,2023-09-15,26.4231,2023-10-07,19
5594594,18102379,2023-09-15,17.723,2023-09-16,0
3623699,18281364,2023-09-15,56.7319,2023-11-05,47
8539211,67588035,2023-09-15,54.1719,2023-11-07,50
5439814,13765010,2023-09-15,39.6347,2023-11-09,55
8892275,63458891,2023-09-15,5.92319,2023-09-16,0
5966428,45450260,2023-09-15,56.9002,2023-11-09,50
7645925,54231976,2023-09-15,13.4675,2023-09-16,0
7975983,22511284,2023-09-15,42.3247,2023-11-08,50
8461429,58307308,2023-09-15,59.0634,2023-11-06,50
9593739,88871018,2023-09-15,44.6333,2023-11-09,52
8733579,87840684,2023-09-15,21.6361,2023-09-29,11
6496379,17656567,2023-09-15,2.79837,2023-09-16,3
8702643,12070527,2023-09-15,52.0808,2023-11-06,50
5376542,93379472,2023-09-15,23.6877,2023-10-28,40
1398879,98339988,2023-09-15,57.3123,2023-11-05,49
3226585,42282921,2023-09-15,31.4241,2023-10-12,22
7268384,65813853,2023-09-15,8.3014,2023-09-16,3
4520626,53067834,2023-09-16,41.9756,2023-10-01,14
9935249,40884937,2023-09-16,4.6629,2023-09-17,1
4221482,22597623,2023-09-16,20.3248,2023-10-20,30
7130921,62647157,2023-09-16,47.5723,2023-11-05,47
8574899,72730696,2023-09-16,39.6806,2023-10-14,26
8338663,75035969,2023-09-16,12.4922,2023-09-17,0
8785268,56640159,2023-09-16,0.84617,2023-09-17,1
8855600,81302567,2023-09-16,57.4801,2023-10-09,20
2020050,56905263,2023-09-16,65.0928,2023-11-07,51
5784444,74023489,2023-09-16,41.5813,2023-10-20,31
5215799,74366996,2023-09-16,16.8412,2023-10-24,36
1762895,48161067,2023-09-16,80.7167,2023-11-10,51
4725910,77207261,2023-09-16,42.0191,2023-10-22,32
7528964,82553061,2023-09-16,47.9474,2023-11-10,51
2985216,70390771,2023-09-16,129.135,2023-11-08,51
6010741,64712081,2023-09-16,85.1738,2023-11-06,49
7739464,66701227,2023-09-16,53.3087,2023-11-09,52
5854173,32307160,2023-09-16,61.4304,2023-11-05,48
5978779,12797162,2023-09-16,11.4279,2023-09-17,0
3957166,97317744,2023-09-16,9.8346,2023-09-17,1
4236367,80019294,2023-09-16,73.6904,2023-11-06,47
5028767,38498529,2023-09-16,20.983,2023-09-21,0
8573532,56690065,2023-09-16,87.5386,2023-11-05,46
7924719,90869462,2023-09-16,12.6925,2023-09-17,0
2154992,40845084,2023-09-16,6.5564,2023-09-17,1
3762984,47404073,2023-09-17,55.9674,2023-11-11,50
2740587,34216549,2023-09-17,24.4773,2023-10-19,30
8420581,32090955,2023-09-17,83.1626,2023-11-11,54
9409604,47027755,2023-09-17,108.746,2023-11-11,53
2516882,54254027,2023-09-17,51.1399,2023-11-11,50
4562554,42943134,2023-09-17,40.9,2023-11-06,49
7741156,43552643,2023-09-17,26.4538,2023-09-28,9
4128167,92115925,2023-09-17,13.5387,2023-09-18,1
1299839,64689982,2023-09-17,47.6962,2023-10-19,29
7244234,63436653,2023-09-17,43.1805,2023-11-10,54
8895068,30638007,2023-09-17,5.78676,2023-09-18,1
5322370,76308283,2023-09-17,8.46494,2023-09-18,0
6444259,94108104,2023-09-17,12.6309,2023-09-18,4
2045698,41624005,2023-09-18,73.0635,2023-09-22,1
9865602,94723640,2023-09-18,61.3949,2023-11-07,45
6219779,78020910,2023-09-18,1.5543,2023-09-19,4
4332504,74358969,2023-09-18,11.1459,2023-09-19,1
3294959,75202646,2023-09-18,9.13154,2023-09-19,2
2479205,44937960,2023-09-18,44.847,2023-11-11,52
9968178,65832266,2023-09-18,56.2571,2023-09-19,2
9088805,19061506,2023-09-18,17.6994,2023-09-19,2
9788815,18572753,2023-09-18,36.3853,2023-10-25,35
2762251,14990013,2023-09-18,31.5836,2023-10-16,25
2064889,82751701,2023-09-18,63.595,2023-11-12,51
4828258,28521285,2023-09-18,1.31128,2023-09-19,1
3341247,27433651,2023-09-18,11.1935,2023-09-19,1
6134176,45418477,2023-09-18,25.3851,2023-10-05,14
1545807,86049839,2023-09-18,22.2544,2023-10-16,26
7297521,37925334,2023-09-18,39.77,2023-10-08,16
7788118,48323962,2023-09-18,31.5453,2023-10-22,31
3409805,44818883,2023-09-18,48.2317,2023-11-08,49
9666878,87163353,2023-09-19,66.0013,2023-11-09,47
3237355,63183240,2023-09-19,48.481,2023-11-12,51
8365488,26143430,2023-09-19,2.3553,2023-09-20,0
4252186,86541148,2023-09-19,21.6361,2023-10-26,32
9911007,30807167,2023-09-19,38.477,2023-10-29,38
6386968,25329393,2023-09-19,48.9604,2023-11-11,50
3480045,93864611,2023-09-19,3.3983,2023-09-20,1
9321239,82502557,2023-09-19,66.2281,2023-11-12,53
3750607,36227307,2023-09-19,50.2464,2023-11-10,48
2372974,28411972,2023-09-19,8.3014,2023-09-20,1
5346105,82774717,2023-09-19,46.5504,2023-11-11,51
2778155,84266992,2023-09-19,55.2713,2023-11-10,48
4617370,13215183,2023-09-19,56.1145,2023-10-19,26
5377586,88457076,2023-09-19,60.3476,2023-11-13,54
4782763,56442431,2023-09-19,61.2378,2023-11-09,48
1166649,52653730,2023-09-19,28.8482,2023-10-03,12
1492438,69078199,2023-09-19,34.0695,2023-10-08,15
6042011,66442575,2023-09-19,40.3583,2023-10-06,16
7252556,88249892,2023-09-19,10.2063,2023-09-20,4
3981279,57706896,2023-09-19,10.1006,2023-09-20,0
4158060,92036648,2023-09-19,16.2397,2023-10-05,13
7293912,33362956,2023-09-19,35.696,2023-10-19,28
9854536,66808292,2023-09-19,13.8338,2023-09-20,4
6969923,50762836,2023-09-19,19.247,2023-10-15,26
7621854,83211876,2023-09-19,24.5389,2023-09-22,1
6470251,17507685,2023-09-19,11.4279,2023-09-20,2
5565163,35442517,2023-09-19,32.2839,2023-09-20,0
4931017,81816593,2023-09-19,2.49042,2023-09-20,1
6958120,35888304,2023-09-20,3.73116,2023-09-21,4
1485612,88710068,2023-09-20,39.4795,2023-10-29,39
3652054,26250163,2023-09-20,20.3898,2023-09-21,0
4231741,55658442,2023-09-20,8.52332,2023-09-21,3
9526474,14098443,2023-09-20,26.9339,2023-10-25,34
5522617,10265598,2023-09-20,6.2808,2023-09-21,1
3336991,89529360,2023-09-20,27.4785,2023-09-23,1
1481747,21014341,2023-09-20,49.3808,2023-10-07,14
8460444,19628463,2023-09-20,44.8916,2023-10-20,27
8566540,93135800,2023-09-20,17.6994,2023-09-21,1
7742809,57711948,2023-09-20,64.3089,2023-11-10,49
7511414,48576654,2023-09-20,74.0711,2023-11-12,48
9813864,75778330,2023-09-20,30.6189,2023-10-09,18
5792153,86753466,2023-09-20,4.98084,2023-09-21,1
2797731,12089715,2023-09-20,62.4608,2023-11-11,49
5588843,34066772,2023-09-20,53.8678,2023-11-10,49
9105615,88117709,2023-09-20,56.7319,2023-11-09,49
6478315,80693706,2023-09-20,72.6816,2023-11-12,49
1921287,50292848,2023-09-20,26.1181,2023-10-08,14
3195773,96637649,2023-09-20,64.481,2023-11-11,49
2678829,57604491,2023-09-20,23.5681,2023-09-21,1
1374994,30112430,2023-09-20,37.3032,2023-10-16,24
1498041,36725819,2023-09-20,34.8659,2023-10-25,33
4701250,75702105,2023-09-20,16.9299,2023-09-21,3
1367369,98985989,2023-09-20,36.5262,2023-09-27,4
4275804,96591665,2023-09-20,53.8699,2023-10-30,38
1779833,17030244,2023-09-20,52.8462,2023-11-09,47
2096040,11864258,2023-09-20,26.0565,2023-10-02,9
3690114,45026810,2023-09-20,14.9246,2023-09-21,4
7399812,29597211,2023-09-21,7.86768,2023-09-22,1
8767996,14332220,2023-09-21,10.7918,2023-09-22,1
7905365,25754259,2023-09-21,18.0441,2023-10-18,24
7960815,17148018,2023-09-21,33.6823,2023-11-12,49
8867190,69352161,2023-09-21,36.3788,2023-09-30,8
2044964,41230435,2023-09-21,1.57918,2023-09-22,3
1037905,94856640,2023-09-21,30.8151,2023-11-05,41
7021076,11060092,2023-09-21,101.949,2023-11-12,49
1145820,95077007,2023-09-21,58.9399,2023-11-14,52
5134851,64396768,2023-09-21,18.3579,2023-11-06,45
4283292,89718573,2023-09-21,39.0804,2023-09-22,4
3027871,77278338,2023-09-21,100.25,2023-11-11,50
6338793,92058189,2023-09-21,43.4274,2023-11-15,54
2315697,52593286,2023-09-21,63.0906,2023-11-10,49
6583525,58139696,2023-09-21,22.7679,2023-10-26,33
3562992,29009846,2023-09-21,52.1129,2023-11-13,53
6620182,40758250,2023-09-22,45.0066,2023-11-11,47
9097458,32878882,2023-09-22,57.7711,2023-11-03,42
9109646,50444791,2023-09-22,53.8678,2023-11-12,49
4694441,45567543,2023-09-22,27.9774,2023-09-28,5
6494100,93400026,2023-09-22,130.835,2023-11-15,49
4661432,26324761,2023-09-22,27.5369,2023-09-25,1
7244451,39538723,2023-09-22,56.1145,2023-10-30,36
4486212,39010260,2023-09-22,35.3295,2023-09-30,6
7009980,18500100,2023-09-22,13.3467,2023-09-23,2
6791039,67702031,2023-09-22,23.7881,2023-09-23,2
5050722,10497585,2023-09-22,40.4024,2023-10-26,30
9354721,21245841,2023-09-22,4.58948,2023-09-23,1
9453649,80157948,2023-09-22,43.9656,2023-11-13,49
1566645,44484770,2023-09-22,9.30787,2023-09-23,2
9575796,50552928,2023-09-22,60.0241,2023-11-11,48
9499549,66143368,2023-09-22,10.7468,2023-09-23,4
9986330,81472067,2023-09-22,27.9837,2023-09-24,1
4150714,29538254,2023-09-22,6.31672,2023-09-23,1
8991068,26160402,2023-09-22,19.6275,2023-09-23,2
6628142,66175717,2023-09-22,53.9591,2023-11-16,51
6563690,11568110,2023-09-22,47.4062,2023-11-13,50
7208547,47439726,2023-09-23,59.6676,2023-11-14,49
6972496,66180554,2023-09-23,50.5031,2023-10-16,20
4465261,76229947,2023-09-23,22.0136,2023-09-24,3
3129190,90951928,2023-09-23,52.0808,2023-11-13,51
1419042,61055832,2023-09-23,14.0536,2023-09-24,2
8732656,74888253,2023-09-23,46.6395,2023-10-02,8
7469913,38455259,2023-09-23,22.0889,2023-09-24,1
9334553,11490949,2023-09-23,68.4869,2023-11-12,48
4345615,60076822,2023-09-23,45.6577,2023-11-17,51
6194376,46296752,2023-09-23,25.4872,2023-09-24,2
3613043,70113508,2023-09-23,10.7918,2023-09-24,1
4975282,21728894,2023-09-23,64.5677,2023-10-05,11
2598523,84759271,2023-09-23,21.6529,2023-10-20,27
9903444,48639267,2023-09-23,26.4231,2023-11-10,46
3824895,41898665,2023-09-23,26.9339,2023-10-16,21
4498837,33906194,2023-09-23,66.0013,2023-11-17,50
7551232,55294554,2023-09-23,37.8926,2023-11-13,49
7678099,41965362,2023-09-23,57.0409,2023-11-17,51
3288346,27907021,2023-09-23,19.5886,2023-09-24,1
3351107,20250078,2023-09-23,68.4597,2023-11-16,49
5492128,26397956,2023-09-23,8.49575,2023-09-24,2
2938907,25182881,2023-09-23,19.306,2023-09-24,1
9849783,46627666,2023-09-23,89.7163,2023-11-14,52
4996275,93174259,2023-09-23,74.6018,2023-11-12,46
8925639,74627479,2023-09-23,41.5552,2023-11-12,50
3472527,71020042,2023-09-23,51.3035,2023-11-14,48
1785548,66208717,2023-09-23,72.7576,2023-11-12,46
3700781,93638774,2023-09-24,31.2764,2023-11-16,52
5752118,93265522,2023-09-24,72.9489,2023-11-13,48
6452972,82711014,2023-09-24,69.2747,2023-11-15,49
1994790,44730338,2023-09-24,92.9465,2023-11-15,49
4033127,40870449,2023-09-24,40.6162,2023-09-27,2
8623883,27378338,2023-09-24,17.0347,2023-09-25,2
6248047,27073410,2023-09-24,23.9737,2023-10-20,22
8447933,92954945,2023-09-24,60.0088,2023-11-15,51
7131707,54323220,2023-09-24,48.7741,2023-11-15,49
3209496,59893153,2023-09-24,60.3476,2023-11-16,48
9079991,91732965,2023-09-24,42.9083,2023-11-05,40
7255418,47969333,2023-09-24,41.6103,2023-11-16,52
1174620,57712141,2023-09-24,4.96008,2023-09-25,4
3048748,60316822,2023-09-24,80.6311,2023-11-18,54
9009158,20067969,2023-09-24,5.07702,2023-09-25,0
9883346,73340713,2023-09-24,25.8632,2023-10-29,33
5925790,39813647,2023-09-24,59.4702,2023-10-24,28
2175582,95555292,2023-09-24,36.8997,2023-11-01,35
4117269,28865488,2023-09-24,6.61344,2023-09-25,1
5013412,73025092,2023-09-24,9.4212,2023-09-25,2
4065326,75225467,2023-09-24,40.7856,2023-11-13,50
2610899,23801136,2023-09-24,4.21029,2023-09-25,3
6614760,70156330,2023-09-24,25.2669,2023-10-24,29
7328534,71115319,2023-09-24,3.66894,2023-09-25,1
7336002,44515096,2023-09-24,7.94955,2023-09-25,4
9603843,79447968,2023-09-25,18.6157,2023-09-26,2
7513054,11434149,2023-09-25,58.4297,2023-11-16,48
8276736,65102031,2023-09-25,34.8853,2023-11-16,51
7748053,52209923,2023-09-25,12.4572,2023-09-26,0
4038772,29457121,2023-09-25,50.5031,2023-10-25,28
1327691,87267850,2023-09-25,52.2399,2023-10-18,19
4902589,54613443,2023-09-25,25.2617,2023-10-12,14
4184031,24339167,2023-09-25,6.61344,2023-09-26,1
6388431,37130963,2023-09-25,23.6928,2023-10-26,29
2724773,29655410,2023-09-25,27.2556,2023-09-26,2
8239156,42279221,2023-09-25,40.8834,2023-10-20,24
3352708,64757591,2023-09-25,7.7715,2023-09-26,2
9249291,39915251,2023-09-25,8.97832,2023-09-26,0
3921695,39386305,2023-09-26,9.23448,2023-09-27,2
7629229,96688768,2023-09-26,31.3083,2023-11-15,49
7955435,61300867,2023-09-26,34.0933,2023-11-17,49
9321939,35347748,2023-09-26,10.2208,2023-09-27,1
2774237,55578412,2023-09-26,44.1779,2023-10-13,12
5116418,17288491,2023-09-26,54.957,2023-11-15,49
7285607,35018189,2023-09-26,10.2647,2023-09-27,4
6429596,55849267,2023-09-26,25.3851,2023-10-22,21
6103168,80544092,2023-09-26,39.1772,2023-09-27,0
6783772,98853595,2023-09-26,23.4573,2023-10-26,30
2289492,67179200,2023-09-26,47.6962,2023-10-03,5
7501830,22087279,2023-09-26,33.5804,2023-09-27,1
5860307,22300792,2023-09-26,50.4275,2023-11-15,46
7839304,16241050,2023-09-26,28.2248,2023-11-14,46
4464154,27439215,2023-09-26,27.5369,2023-11-14,47
6093136,82177752,2023-09-26,6.5564,2023-09-27,0
9336345,54554655,2023-09-26,32.3207,2023-11-06,38
8473546,21727533,2023-09-26,82.9025,2023-11-20,50
3062630,41648778,2023-09-26,33.4174,2023-10-11,11
5880671,15633410,2023-09-26,21.6361,2023-10-17,21
7420486,33021275,2023-09-26,18.6456,2023-10-21,24
2672772,15417187,2023-09-26,74.0711,2023-11-20,52
2956391,22540266,2023-09-27,27.2556,2023-09-28,3
8741107,76424119,2023-09-27,81.9397,2023-11-18,49
3376537,24887509,2023-09-27,60.0088,2023-11-19,50
2346849,82346197,2023-09-27,29.2425,2023-10-31,29
2641059,17291038,2023-09-27,3.3983,2023-09-28,4
2350852,51355888,2023-09-27,1.86558,2023-09-28,2
9252788,83605264,2023-09-27,11.0068,2023-09-28,0
8962169,88769733,2023-09-27,45.5358,2023-11-21,50
6736093,93501427,2023-09-27,11.8464,2023-09-28,3
4032710,43984484,2023-09-27,1.13565,2023-09-28,3
7685924,56422147,2023-09-27,34.742,2023-10-10,10
2051303,17859281,2023-09-27,3.94795,2023-09-28,1
6279381,18156431,2023-09-27,39.0804,2023-09-28,2
7691694,33427953,2023-09-27,8.42058,2023-09-28,0
8714773,73238694,2023-09-27,108.746,2023-11-21,52
5885012,28739059,2023-09-27,41.0587,2023-11-21,53
1613527,88387626,2023-09-27,62.4608,2023-11-20,52
4085001,96157718,2023-09-27,32.9338,2023-11-02,33
1896023,97196558,2023-09-27,21.6529,2023-11-14,48
8099360,79426749,2023-09-28,76.3157,2023-11-19,50
